DATE,"(NETCONS.)","MAXI.DEMANDMETDURINGTHE DAY","TIME OFOCCUR-RENCE OFMAXDEMAND","SHEDDINGAT THISTIME","UN-REST-RICTEDDEMAND","MAXIMUMUN-REST-RICTEDDEMANDDURINGTHE DAY","TIME OFMAX.UN-REST.DEMAND","DEMANDAT THATTIME","SHEDDINGAT THATTIME"
27.07.22,124.72,5990,15:11:27,0,5990,5990,15:11:27,5990,0
28.07.22,118.346,5749,14:42:57,0,5749,5749,14:42:57,5749,0
29.07.22,115.599,5534,15:25:51,0,5534,5534,15:25:51,5534,0
30.07.22,107.631,5015,23:00:50,0,5015,5015,23:00:50,5015,0
31.07.22,103.826,5104,23:05:57,0,5104,5104,23:05:57,5104,0
01.09.22,133.494,6508,23:14:00,0,6508,6508,23:14:00,6508,0
02.09.22,133.345,6471,23:09:46,0,6471,6471,23:09:46,6471,0
03.09.22,129.479,6346,23:30:49,0,6346,6346,23:30:49,6346,0
04.09.22,124.796,6386,23:40:49,0,6386,6386,23:40:49,6386,0
05.09.22,132.41,6472,23:27:10,0,6472,6472,23:27:10,6472,0
06.09.22,134.021,6506,22:58:22,0,6506,6506,22:58:22,6506,0
07.09.22,134.294,6532,23:15:48,0,6532,6532,23:15:48,6532,0
08.09.22,134.411,6652,23:00:21,0,6652,6652,23:00:21,6652,0
09.09.22,138.868,6687,23:07:18,0,6687,6687,23:07:18,6687,0
10.09.22,135.388,6545,0:00:03,0,6545,6545,0:00:03,6545,0
11.09.22,124.938,6338,23:07:47,0,6338,6338,23:07:47,6338,0
12.09.22,133.057,6485,23:21:15,0,6485,6485,23:21:15,6485,0
13.09.22,129.044,6284,0:00:03,0,6284,6284,0:00:03,6284,0
14.09.22,121.897,5948,0:00:00,0,5948,5948,0:00:00,5948,0
15.09.22,110.327,5237,0:00:07,0,5237,5237,0:00:07,5237,0
16.09.22,98.975,4675,10:49:12,0,4675,4675,10:49:12,4675,0
17.09.22,98.51,4765,15:02:33,0,4765,4765,15:02:33,4765,0
18.09.22,99.249,5119,23:02:17,0,5119,5119,23:02:17,5119,0
19.09.22,112.117,5341,15:01:57,0,5341,5341,15:01:57,5341,0
20.09.22,110.692,5427,14:28:08,0,5427,5427,14:28:08,5427,0
21.09.22,106.924,5266,12:00:53,0,5266,5266,12:00:53,5266,0
22.09.22,98.259,4776,11:46:57,0,4776,4776,11:46:57,4776,0
23.09.22,92.391,4647,12:30:44,0,4647,4647,12:30:44,4647,0
24.09.22,86.569,4193,11:30:47,0,4193,4193,11:30:47,4193,0
25.09.22,83.468,4028,19:25:09,0,4028,4028,19:25:09,4028,0
26.09.22,95.677,4726,15:27:21,0,4726,4726,15:27:21,4726,0
27.09.22,98.801,4805,15:16:00,0,4805,4805,15:16:00,4805,0
28.09.22,105.23,4959,15:04:30,0,4959,4959,15:04:30,4959,0
29.09.22,103.993,5051,14:57:32,0,5051,5051,14:57:32,5051,0
30.09.22,104.912,5100,15:28:50,0,5100,5100,15:28:50,5100,0
01.10.22,104.643,4723,15:00:40,0,4723,4723,15:00:40,4723,0
02.10.22,92.335,4510,0:00:02,0,4510,4510,0:00:02,4510,0
03.10.22,101.426,4856,15:29:31,0,4856,4856,15:29:31,4856,0
04.10.22,105.241,4990,16:17:48,0,4990,4990,16:17:48,4990,0
05.10.22,94.638,4697,0:00:08,0,4697,4697,0:00:08,4697,0
06.10.22,96.227,4929,15:20:19,0,4929,4929,15:20:19,4929,0
07.10.22,91.992,4536,11:00:33,0,4536,4536,11:00:33,4536,0
08.10.22,77.866,3848,11:33:52,0,3848,3848,11:33:52,3848,0
09.10.22,68.079,3472,12:05:52,0,3472,3472,12:05:52,3472,0
10.10.22,72.951,3827,12:14:46,0,3827,3827,12:14:46,3827,0
11.10.22,76.381,4007,18:33:11,0,4007,4007,18:33:11,4007,0
12.10.22,79.965,4078,18:31:25,0,4078,4078,18:31:25,4078,0
13.10.22,79.264,4067,12:29:57,0,4067,4067,12:29:57,4067,0
14.10.22,78.879,4102,18:19:30,0,4102,4102,18:19:30,4102,0
15.10.22,77.794,3772,18:23:27,0,3772,3772,18:23:27,3772,0
16.10.22,73.997,3556,18:25:40,0,3556,3556,18:25:40,3556,0
17.10.22,80.49,4086,10:38:05,0,4086,4086,10:38:05,4086,0
18.10.22,80.251,4079,18:18:30,0,4079,4079,18:18:30,4079,0
19.10.22,80.783,4131,18:21:34,0,4131,4131,18:21:34,4131,0
20.10.22,80.756,4160,18:23:29,0,4160,4160,18:23:29,4160,0
21.10.22,81.021,4124,12:00:33,0,4124,4124,12:00:33,4124,0
22.10.22,78.103,3804,11:21:29,0,3804,3804,11:21:29,3804,0
23.10.22,69.658,3322,11:45:12,0,3322,3322,11:45:12,3322,0
24.10.22,61.38,3103,18:35:58,0,3103,3103,18:35:58,3103,0
25.10.22,60.345,3297,18:33:57,0,3297,3297,18:33:57,3297,0
26.10.22,61.755,3128,18:18:29,0,3128,3128,18:18:29,3128,0
27.10.22,65.279,3524,18:11:11,0,3524,3524,18:11:11,3524,0
28.09.22,71.349,3751,12:17:31,0,3751,3751,12:17:31,3751,0
29.10.22,70.482,3556,18:24:17,0,3556,3556,18:24:17,3556,0
30.10.22,64.568,3289,11:19:23,0,3289,3289,11:19:23,3289,0
01.02.23,77.505,4667,9:59:26,0,4667,4667,9:59:26,4667,0
02.02.23,75.029,4451,10:10:53,0,4451,4451,10:10:53,4451,0
03.02.23,75.851,4640,10:00:15,0,4640,4640,10:00:15,4640,0
04.02.23,70.166,4162,10:45:34,19,4181,4181,10:45:34,4162,19
05.02.23,66.653,4257,10:26:29,0,4257,4257,10:26:29,4257,0
06.02.23,69.938,4139,10:02:29,0,4139,4139,10:02:29,4139,0
07.02.23,68.381,4097,9:51:31,0,4097,4097,9:51:31,4097,0
08.02.23,70.187,4197,10:20:53,0,4197,4197,10:20:53,4197,0
09.02.23,69.182,4026.3,9:54:04,0,4026,4026,9:54:04,4026.3,0
10.02.23,70.074,4100,10:01:28,0,4100,4100,10:01:28,4100,0
11.02.23,65.959,3844,9:53:42,0,3844,3844,9:53:42,3844,0
12.02.23,64.291,3876,10:41:36,0,3876,3876,10:41:36,3876,0
13.02.23,66.838,3990,9:38:41,0,3990,3990,9:38:41,3990,0
14.02.23,69.193,4036,9:44:44,8,4044,4044,9:44:44,4036,8
15.02.23,69.07,4113,9:45:22,30,4143,4143,9:45:22,4113,30
16.02.23,70.176,3958,9:39:06,0,3958,3958,9:39:06,3958,0
17.02.23,69.79,4085,10:02:33,0,4085,4085,10:02:33,4085,0
18.02.23,65.637,3944,9:41:38,0,3944,3944,9:41:38,3944,0
19.02.23,61.312,3637,10:13:49,0,3637,3637,10:13:49,3637,0
20.02.23,67.076,3743,10:12:57,0,3743,3743,10:12:57,3743,0
21.02.23,68.172,3770,10:27:37,0,3770,3770,10:27:37,3770,0
22.02.23,69.54,3914,10:19:45,0,3914,3914,10:19:45,3914,0
23.02.23,66.989,3716,11:06:48,0,3716,3716,11:06:48,3716,0
24.02.23,68.52,3949,10:26:57,0,3949,3949,10:26:57,3949,0
25.02.23,64.954,3675,10:57:55,0,3675,3675,10:57:55,3675,0
26.02.23,63.174,3613,10:30:31,0,3613,3613,10:30:31,3613,0
27.02.23,67.579,3733,10:32:03,0,3733,3733,10:32:03,3733,0
28.02.23,68.605,3772,10:26:49,0,3772,3772,10:26:49,3772,0
01.03.23,68.358,3776,10:02:31,0,3776,3776,"10:02:31",3776,0
02.03.23,69.945,3806,9:50:39,0,3806,3806,9:50:39,3806,0
03.03.23,70.461,3979,10:29:29,0,3979,3979,"10:29:29",3979,0
04.03.23,67.829,3617,10:44:39,0,3617,3617,"10:44:39",3617,0
05.03.23,64.845,3509,10:45:07,0,3509,3509,"10:45:07",3509,0
06.03.23,68.123,3653,10:27:29,0,3653,3653,"10:27:29",3653,0
07.03.23,66.347,3656,10:09:25,0,3656,3656,"10:09:25",3656,0
08.03.23,51.114,2506,9:04:56,0,2506,2506,9:04:56,2506,0
09.03.23,60.893,3266,11:04:08,0,3266,3266,"11:04:08",3266,0
10.03.23,68.067,3624,11:01:36,0,3624,3624,"11:01:36",3624,0
11.03.23,67.555,3419,10:51:35,0,3419,3419,"10:51:35",3419,0
12.03.23,65.472,3424,10:53:46,0,3424,3424,"10:53:46",3424,0
13.03.23,70.457,3742,11:31:26,0,3742,3742,"11:31:26",3742,0
14.03.23,74.283,3775,10:58:40,0,3775,3775,"10:58:40",3775,0
15.03.23,75.037,3756,10:59:36,0,3756,3756,"10:59:36",3756,0
16.03.23,76.708,3916,11:23:56,0,3916,3916,"11:23:56",3916,0
17.03.23,76.718,3926,10:54:03,0,3926,3926,"10:54:03",3926,0
18.03.23,68.15,3587,10:28:39,0,3587,3587,"10:28:39",3587,0
19.03.23,64.971,3468,10:41:10,0,3468,3468,"10:41:10",3468,0
20.03.23,67.757,3716,9:52:25,0,3716,3716,9:52:25,3716,0
21.03.23,66.577,3682,10:35:20,0,3682,3682,"10:35:20",3682,0
22.03.23,69.119,3915,9:47:16,0,3915,3915,9:47:16,3915,0
23.03.23,70.173,3693,9:51:14,0,3693,3693,9:51:14,3693,0
24.03.23,71.53,3849,9:51:24,0,3849,3849,9:51:24,3849,0
25.03.23,67.622,3532,10:31:10,0,3532,3532,"10:31:10",3532,0
26.03.23,64.285,3415,10:11:15,0,3415,3415,"10:11:15",3415,0
27.03.23,71.999,3749,9:35:26,0,3749,3749,9:35:26,3749,0
28.03.23,72.71,3708,10:16:50,0,3708,3708,"10:16:50",3708,0
29.03.23,73.94,3738,10:31:50,0,3738,3738,"10:31:50",3738,0
01.04.23,67.587,3467,10:24:25,0,3467,3467,10:24:25,3467,0
02.04.23,64.349,3388,10:58:46,0,3388,3388,10:58:46,3388,0
03.04.23,70.887,3638,10:26:05,0,3638,3638,10:26:05,3638,0
04.04.23,70.77,3607,10:44:03,0,3607,3607,10:44:03,3607,0
05.04.23,73.706,3730,10:31:05,0,3730,3730,10:31:05,3730,0
06.04.23,74.591,3671,10:31:48,0,3671,3671,10:31:48,3671,0
07.04.23,74.294,3803,11:43:44,0,3803,3803,11:43:44,3803,0
08.04.23,72.057,3562,10:49:16,0,3562,3562,10:49:16,3562,0
09.04.23,70.885,3457,10:41:00,0,3457,3457,10:41:00,3457,0
10.04.23,77.679,3872,11:40:23,0,3872,3872,11:40:23,3872,0
11.04.23,81.282,3963,17:25:05,0,3963,3963,17:25:05,3963,0
12.04.23,85.621,4189,11:31:08,0,4189,4189,11:31:08,4189,0
13.04.23,89.03,4333,16:25:45,0,4333,4333,16:25:45,4333,0
14.04.23,88.759,4369,16:08:47,0,4369,4369,16:08:47,4369,0
15.04.23,92.459,4383,15:37:12,0,4383,4383,15:37:12,4383,0
16.04.23,92.162,4406,22:58:11,0,4406,4406,22:58:11,4406,0
17.04.23,101.833,5135,16:06:58,0,5135,5135,16:06:58,5135,0
18.04.23,109.818,5422,15:19:51,0,5422,5422,15:19:51,5422,0
19.04.23,107.667,5308,15:30:49,0,5308,5308,15:30:49,5308,0
20.04.23,103.968,5101,15:31:46,0,5101,5101,15:31:46,5101,0
21.04.23,99.341,4762,15:41:27,0,4762,4762,15:41:27,4762,0
22.04.23,90.217,4317,0:00:13,0,4317,4317,0:00:13,4317,0
23.04.23,81.389,3934,0:01:02,0,3934,3934,0:01:02,3934,0
24.04.23,86.501,4150,16:02:17,0,4150,4150,16:02:17,4150,0
25.04.23,88.152,4249,15:35:03,0,4249,4249,15:35:03,4249,0
26.04.23,92.348,4490,15:40:48,0,4490,4490,15:40:48,4490,0
27.04.23,95.58,4714,15:33:12,0,4714,4714,15:33:12,4714,0
28.04.23,94.361,4428,15:31:03,0,4428,4428,15:31:03,4428,0
29.04.23,89.519,4155,12:30:12,0,4155,4155,12:30:12,4155,0
30.04.23,81.912,3798,0:00:07,0,3798,3798,0:00:07,3798,0
01.05.23,76.259,3667,11:22:54,0,3667,3667,11:22:54,3667,0
02.05.23,75.357,3746,11:48:13,0,3746,3746,11:48:13,3746,0
03.05.23,74.037,4069,11:41:11,0,4069,4069,11:41:11,4069,0
04.05.23,75.097,3747,19:18:35,0,3747,3747,19:18:35,3747,0
05.05.23,77.566,3963,12:02:57,0,3963,3963,12:02:57,3963,0
06.05.23,82.465,3915,11:26:09,0,3915,3915,11:26:09,3915,0
07.05.23,81.061,3859,15:55:26,0,3859,3859,15:55:26,3859,0
08.05.23,91.767,4634,15:52:40,0,4634,4634,15:52:40,4634,0
09.05.23,94.391,4606,15:47:41,0,4606,4606,15:47:41,4606,0
10.05.23,96.039,4630,15:30:14,0,4630,4630,15:30:14,4630,0
11.05.23,99.742,4934,15:50:25,0,4934,4934,15:50:25,4934,0
12.05.23,104.907,5199,16:01:56,0,5199,5199,16:01:56,5199,0
13.05.23,109.513,5271,23:21:11,0,5271,5271,23:21:11,5271,0
14.05.23,106.005,5236,23:35:03,0,5236,5236,23:35:03,5236,0
15.05.23,113.806,5733,15:46:01,0,5733,5733,15:46:01,5733,0
16.05.23,115.983,5781,23:23:55,0,5781,5781,23:23:55,5781,0
17.05.23,117.917,5953,15:27:29,27,5980,5980,15:27:29,5953,27
18.05.23,112.549,5595,0:00:00,0,5595,5595,0:00:00,5595,0
19.05.23,112.02,5518,15:27:06,0,5518,5518,15:27:06,5518,0
20.05.23,113.106,5526,23:20:30,0,5526,5526,23:20:30,5526,0
21.05.23,114.478,6011,23:21:07,0,6011,6011,23:21:07,6011,0
22.05.23,124.626,6532,15:29:25,0,6532,6532,15:29:25,6532,0
23.05.23,134.871,6916,15:31:55,0,6916,6916,15:31:55,6916,0
24.05.23,122.234,6141,0:00:00,0,6141,6141,0:00:00,6141,0
25.05.23,112.008,5360,16:01:48,0,5360,5360,16:01:48,5360,0
26.05.23,104.363,5116,23:31:02,0,5116,5116,23:31:02,5116,0
27.05.23,96.683,5057,0:01:10,0,5057,5057,0:01:10,5057,0
28.05.23,97.061,4833,23:11:17,0,4833,4833,23:11:17,4833,0
29.05.23,99.76,4892,12:44:06,0,4892,4892,12:44:06,4892,0
30.05.23,98.383,4951,15:35:51,0,4951,4951,15:35:51,4951,0
31.05.23,90.747,4512,15:18:02,0,4512,4512,15:18:02,4512,0
01.06.23,90.948,4390,17:30:13,0,4390,4390,17:30:13,4390,0
02.06.23,93.943,4624,16:34:25,0,4624,4624,16:34:25,4624,0
03.06.23,97.28,4720,23:27:51,0,4720,4720,23:27:51,4720,0
04.06.23,97.398,4970,22:59:34,0,4970,4970,22:59:34,4970,0
05.06.23,109.896,5523,23:28:20,0,5523,5523,23:28:20,5523,0
06.06.23,114.549,5561,15:16:26,0,5561,5561,15:16:26,5561,0
07.06.23,116.001,5767,23:40:05,0,5767,5767,23:40:05,5767,0
08.06.23,118.627,6004,15:43:33,0,6004,6004,15:43:33,6004,0
09.06.23,129.186,6497,15:27:25,0,6497,6497,15:27:25,6497,0
10.06.23,125.736,6327,15:30:38,11,6338,6338,15:30:38,6327,11
11.06.23,117.045,6236,23:21:04,0,6236,6236,23:21:04,6236,0
12.06.23,135.43,6829,23:03:40,0,6829,6829,23:03:40,6829,0
13.06.23,142.811,7098,15:29:00,0,7098,7098,15:29:00,7098,0
14.06.23,145.022,7226,15:24:20,0,7226,7226,15:24:20,7226,0
15.06.23,137.898,6859,15:33:06,0,6859,6859,15:33:06,6859,0
16.06.23,135.547,6774,14:41:29,0,6774,6774,14:41:29,6774,0
17.06.23,131.996,6540,0:01:17,0,6540,6540,0:01:17,6540,0
18.06.23,126.655,6354,23:39:10,0,6354,6354,23:39:10,6354,0
19.06.23,125.438,6276,0:00:45,0,6276,6276,0:00:45,6276,0
20.06.23,128.951,6387,15:35:19,0,6387,6387,15:35:19,6387,0
21.06.23,131.394,6480,15:31:04,0,6480,6480,15:31:04,6480,0
22.06.23,140.073,6907,23:02:59,0,6907,6907,23:02:59,6907,0
23.06.23,142.902,6971,23:03:56,0,6971,6971,23:03:56,6971,0
24.06.23,137.059,6844,0:00:46,0,6844,6844,0:00:46,6844,0
25.06.23,107.747,6298,0:02:41,0,6298,6298,0:02:41,6298,0
26.06.23,112.947,5529,23:21:49,0,5529,5529,23:21:49,5529,0
27.06.23,120.743,5783,23:01:11,0,5783,5783,23:01:11,5783,0
28.06.23,127.458,6047,14:47:46,0,6047,6047,14:47:46,6047,0
29.06.23,114.553,5676,23:21:56,0,5676,5676,23:21:56,5676,0
30.06.23,120.04,5840,15:23:46,0,5840,5840,15:23:46,5840,0
01.08.23,137.902,6838,15:17:52,0,6838,6838,15:17:52,6838,0
02.08.23,139.88,7105,15:14:23,0,7105,7105,15:14:23,7105,0
03.08.23,140.176,7018,16:11:32,0,7018,7018,16:11:32,7018,0
04.08.23,134.879,6610,15:27:29,0,6610,6610,15:27:29,6610,0
05.08.23,127.861,6150,23:21:07,0,6150,6150,23:21:07,6150,0
06.08.23,123.883,6223,23:08:14,0,6222.52,6223,23:08:14,6223,0
07.08.23,129.619,6331,15:23:00,0,6331,6331,15:23:00,6331,0
08.08.23,131.241,6372,15:15:02,0,6372,6372,15:15:02,6372,0
09.08.23,134.221,6372,15:13:44,0,6372.3,6372,15:13:44,6372,0
10.08.23,132.685,6649,15:30:24,0,6649,6649,15:30:24,6649,0
11.08.23,136.838,6670,15:30:45,0,6670,6670,15:30:45,6670,0
12.08.23,129.581,6373,0:02:42,0,6373,6373,0:02:42,6373,0
13.08.23,123.18,6197,23:17:00,0,6197,6197,23:17:00,6197,0
14.08.23,129.874,6210,15:30:59,0,6210,6210,15:30:59,6210,0
15.08.23,113.68,6037,0:00:58,0,6037,6037,0:00:58,6037,0
16.08.23,133.04,6804,23:00:07,0,6804,6804,23:00:07,6804,0
17.08.23,141.511,6957,22:58:54,0,6957,6957,22:58:54,6957,0
18.08.23,147.824,7160,15:12:22,0,7160,7160,15:12:22,7160,0
19.08.23,140.933,6910,0:01:15,0,6910,6910,0:01:15,6910,0
20.08.23,129.822,6781,22:56:35,0,6781,6781,22:56:35,6781,0
21.08.23,147.712,7288,15:15:19,0,7288,7288,15:15:19,7288,0
22.08.23,149.697,7437,15:16:34,0,7437,7437,15:16:34,7437,0
23.08.23,129.309,6346,0:01:34,12,6358,6358,0:01:34,6346,12
24.08.23,124.027,5988,15:37:13,0,5988,5988,15:37:13,5988,0
25.08.23,126.579,6252,15:19:12,0,6252,6252,15:19:12,6252,0
26.08.23,122.766,6014,23:14:40,0,6014,6014,23:14:40,6014,0
27.08.23,119.011,5874,23:15:14,0,5874,5874,23:15:14,5874,0
28.08.23,131.065,6468,23:18:34,0,6468,6468,23:18:34,6468,0
29.08.23,134.704,6489,23:20:52,0,6489,6489,23:20:52,6489,0
30.08.23,129.063,6352,0:00:22,0,6352,6352,0:00:22,6352,0
31.08.23,132.06,6703,22:52:00,0,6703,6703,22:52:00,6703,0
01.09.23,140.469,6792,15:48:28,4,6796,6796,15:48:28,6792,4
02.09.23,134.965,6579,0:01:14,0,6579,6579,0:01:14,6579,0
03.09.23,128.94,6744,12/30/1899,0,6744,6744,12/30/1899,6744,0
04.09.23,135.914,6646,12/30/1899,0,6646,6646,12/30/1899,6646,0
05.09.23,140.602,6993,22:48:35,0,6993,6993,22:48:35,6993,0
06.09.23,139.255,6725,0:00:30,0,6725,6725,0:00:30,6725,0
07.09.23,131.606,6409,0:01:00,0,6409,6409,0:01:00,6409,0
08.09.23,126.337,6049,15:17:00,0,6049,6049,15:17:00,6049,0
09.09.23,115.068,5930,0:00:15,0,5930,5930,0:00:15,5930,0
10.09.23,97.243,4536,0:00:15,0,4536,4536,0:00:15,4536,0
11.09.23,112.379,5302,15:24:00,0,5302,5302,15:24:00,5302,0
12.09.23,115.991,5696,14:55:00,0,5696,5696,14:55:00,5696,0
13.09.23,126.021,6246,15:18:00,0,6246,6246,15:18:00,6246,0
14.09.23,138.855,6754,22:51:46,12,6766,6766,22:51:46,6754,12
15.09.23,130.887,6429,0:00:49,0,6429,6429,0:00:49,6429,0
16.09.23,121.342,5949,0:00:49,40,5989,5989,0:00:49,5949,40
17.09.23,121.14,5208,23:17:00,0,5208,5208,23:17:00,5208,0
18.09.23,118.192,5570,15:23:22,0,5570,5570,15:23:22,5570,0
19.09.23,124.273,6037,23:15:31,0,6037,6037,23:15:31,6037,0
20.09.23,127.997,6373,23:18:28,0,6373,6373,23:18:28,6373,0
21.09.23,137.783,6660,15:43:31,0,6660,6660,15:43:31,6660,0
22.09.23,134.707,6556,15:02:31,0,6556,6556,15:02:31,6556,0
23.09.23,125.754,6341,0:00:03,0,6341,6341,0:00:03,6341,0
24.09.23,112.121,5386,0:00:14,0,5386,5386,0:00:14,5386,0
25.09.23,120.161,5712,15:22:00,8,5720,5720,15:22:00,5712,8
26.09.23,123.868,5797,15:40:00,0,5797,5797,15:40:00,5797,0
27.09.23,120.713,5723,15:31:00,0,5723,5723,15:31:00,5723,0
28.09.23,114.525,5322,0:00:45,0,5322,5322,0:00:45,5322,0
29.09.23,113.97,5511,15:31:00,0,5511,5511,15:31:00,5511,0
30.09.23,113.12,5199,23:15:13,0,5199,5199,23:15:13,5199,0
01.10.23,103.249,5076,0:00:45,0,5076,5076,0:00:45,5076,0
02.10.23,90.285,4614,0:00:45,0,4614,4614,0:00:45,4614,0
03.10.23,98.859,4859,17:09:51,0,4859,4859,17:09:51,4859,0
04.10.23,101.626,4930,16:02:03,0,4930,4930,16:02:03,4930,0
05.10.23,101.334,4927,15:18:50,0,4927,4927,15:18:50,4927,0
06.10.23,102.625,4996,15:31:14,0,4996,4996,15:31:14,4996,0
07.10.23,104.854,4968,18:46:00,0,4968,4968,18:46:00,4968,0
08.10.23,106.023,5316,23:12:42,0,5316,5316,23:12:42,5316,0
09.10.23,116.614,5583,15:26:00,0,5583,5583,15:26:00,5583,0
10.10.23,115.639,5567,15:10:23,0,5567,5567,15:10:23,5567,0
11.10.23,109.236,5086,15:09:15,0,5086,5086,15:09:15,5086,0
12.10.23,108.793,4945,18:22:40,0,4945,4945,18:22:40,4945,0
13.10.23,105.227,5065,18:24:39,0,5065,5065,18:24:39,5065,0
14.10.23,103.6,4817,18:22:27,0,4817,4817,18:22:27,4817,0
15.10.23,104.971,4530,0:02:25,0,4530,4530,0:02:25,4530,0
16.10.23,96.501,4557,12:38:46,0,4557,4557,12:38:46,4557,0
17.10.23,82.287,4158,18:16:07,0,4158,4158,18:16:07,4158,0
18.10.23,80.907,4190,18:35:42,0,4190,4190,18:35:42,4190,0
19.10.23,80.437,4133,17:59:42,0,4133,4133,17:59:42,4133,0
20.10.23,84.129,4205,18:20:00,0,4205,4205,18:20:00,4205,0
21.10.23,80.357,3919,18:15:26,0,3919,3919,18:15:26,3919,0
22.10.23,73.3,3670,18:23:13,0,3670,3670,18:23:13,3670,0
23.10.23,81.612,4024,18:30:02,0,4024,4024,18:30:02,4024,0
24.10.23,71.266,3507,10:58:08,0,3507,3507,10:58:08,3507,0
25.10.23,76.791,4113,18:16:19,0,4113,4113,18:16:19,4113,0
26.10.23,78.745,4108,18:06:41,0,4108,4108,18:06:41,4108,0
27.10.23,79.735,4114,18:19:40,0,4114,4114,18:19:40,4114,0
28.10.23,78.817,3873,18:17:01,0,3873,3873,18:17:01,3873,0
29.10.23,76.595,3692,18:11:23,0,3692,3692,18:11:23,3692,0
30.10.23,77.811,4133,18:24:00,0,4133,4133,18:24:00,4133,0
31.10.23,86.589,4210,18:17:36,0,4210,4210,18:17:36,4210,0
01.11.23,82.432,4320,12:31:40,0,4320,4320,12:31:40,4320,0
02.11.23,81.036,4199,18:07:00,0,4199,4199,18:07:00,4199,0
03.11.23,81.821,4231,12:23:39,0,4231,4231,12:23:39,4231,0
04.11.23,77.801,3928,17:59:35,0,3928,3928,17:59:35,3928,0
05.11.23,77.823,3845,11:20:03,0,3845,3845,11:20:03,3845,0
06.11.23,76.721,4074,12:32:01,0,4074,4074,12:32:01,4074,0
07.11.23,77.619,4055,17:59:16,0,4055,4055,17:59:16,4055,0
08.11.23,79.264,4141,11:57:44,0,4141,4141,11:57:44,4141,0
09.11.23,78.853,4067,11:04:57,0,4067,4067,11:04:57,4067,0
10.11.23,77.993,4136,12:00:18,0,4136,4136,12:00:18,4136,0
11.11.23,67.793,3606,11:03:46,0,3606,3606,11:03:46,3606,0
12.11.23,59.924,3060,18:17:22,0,3060,3060,18:17:22,3060,0
13.11.23,59.351,2911,10:26:05,0,2911,2911,10:26:05,2911,0
14.11.23,59.476,3345,10:41:28,0,3345,3345,10:41:28,3345,0
15.11.23,64.312,3601,10:22:24,0.4,3601.4,3601.4,10:22:24,3601,0.4
16.11.23,68.123,3611,10:53:34,0,3611,3611,10:53:34,3611,0
17.11.23,68.931,3886,10:45:13,0,3886,3886,10:45:13,3886,0
18.11.23,66.69,3597,10:30:23,0,3597,3597,10:30:23,3597,0
19.11.23,63.051,3493,11:17:23,0,3493,3493,11:17:23,3493,0
20.11.23,65.554,3534,11:01:33,0,3534,3534,11:01:33,3534,0
21.11.23,68.357,3657,11:37:05,0,3657,3657,11:37:05,3657,0
22.11.23,69.436,3723,11:00:00,0,3723,3723,11:00:00,3723,0
23.11.23,68.573,3710,18:06:36,0,3710,3710,18:06:36,3710,0
24.11.23,70.65,3995,11:00:58,0,3995,3995,11:00:58,3995,0
25.11.23,66.443,3741,10:33:22,0,3741,3741,10:33:22,3741,0
26.11.23,64.002,3839,10:58:10,0,3839,3839,10:58:10,3839,0
27.11.23,65.617,3934,10:53:29,0,3934,3934,10:53:29,3934,0
28.11.23,68.563,3825,10:57:29,0,3825,3825,10:57:29,3825,0
29.11.23,70.341,3884,10:14:13,0,3884,3884,10:14:13,3884,0
30.11.23,69.432,3842,10:17:40,0,3842,3842,10:17:40,3842,0
01.12.23,71.733,4023,10:44:47,0,4023,4023,10:44:47,4023,0
02.12.23,67.648,3725,10:45:23,0,3725,3725,10:45:23,3725,0
03.12.23,65.39,3838,11:30:45,0,3838,3838,11:30:45,3838,0
04.12.23,68.366,3835,10:30:25,0,3835,3835,10:30:25,3835,0
05.12.23,69.849,3836,10:01:42,0,3836,3836,10:01:42,3836,0
06.12.23,71.839,3887,10:10:19,0,3887,3887,10:10:19,3887,0
07.12.23,71.461,3870,10:02:47,0,3870,3870,10:02:47,3870,0
08.12.23,70.942,4070,10:43:45,1.8,4071.8,4071.8,10:43:45,4070,1.8
09.12.23,68.073,3874,10:15:13,0,3874,3874,10:15:13,3874,0
10.12.23,66.518,3940,10:37:22,0,3940,3940,10:37:22,3940,0
11.12.23,71.585,3946,10:34:17,0,3946,3946,10:34:17,3946,0
12.12.23,70.034,4008,9:45:39,0,4008,4008,9:45:39,4008,0
13.12.23,69.13,4117,10:04:23,0,4117,4117,10:04:23,4117,0
14.12.23,67.344,3830,10:33:06,0,3830,3830,10:33:06,3830,0
15.12.23,70.216,4243,10:34:15,0,4243,4243,10:34:15,4243,0
16.12.23,70.799,4034,10:20:18,0,4034,4034,10:20:18,4034,0
17.12.23,69.881,4136,11:10:12,0,4136,4136,11:10:12,4136,0
18.12.23,70.337,4158,10:00:48,0,4158,4158,10:00:48,4158,0
19.12.23,74.563,4351,11:00:48,0,4351,4351,11:00:48,4351,0
20.12.23,76.638,4361,10:36:12,0,4361,4361,10:36:12,4361,0
21.12.23,75.226,4344,10:13:22,0,4344,4344,10:13:22,4344,0
22.12.23,78.303,4582,10:03:26,0,4582,4582,10:03:26,4582,0
23.12.23,73.089,4277,9:54:07,0,4277,4277,9:54:07,4277,0
24.12.23,68.46,4288,11:00:23,0,4288,4288,11:00:23,4288,0
25.12.23,70.574,4532,11:48:05,0,4532,4532,11:48:05,4532,0
26.12.23,75.559,4400,10:20:21,0,4400,4400,10:20:21,4400,0
27.12.23,77.757,4531,10:39:36,0,4531,4531,10:39:36,4531,0
